Tanggal,Provinsi,Kasus Aktif
29 Apr,Banten,1931
30 Apr,Banten,1961
1 May,Banten,1986
2 May,Banten,1971
3 May,Banten,2053
4 May,Banten,1998
5 May,Banten,1875
6 May,Banten,1902
7 May,Banten,1920
8 May,Banten,1965
9 May,Banten,1852
10 May,Banten,1869
11 May,Banten,1905
12 May,Banten,1937
13 May,Banten,1970
14 May,Banten,1994
15 May,Banten,1917
16 May,Banten,1939
17 May,Banten,1670
18 May,Banten,1697
19 May,Banten,1685
20 May,Banten,1427
21 May,Banten,1403
22 May,Banten,1365
23 May,Banten,1347
24 May,Banten,1344
25 May,Banten,1422
26 May,Banten,1443
27 May,Banten,1552
28 May,Banten,1541
29 May,Banten,1538
30 May,Banten,1524
31 May,Banten,1396
1 Jun,Banten,1484
2 Jun,Banten,1498
3 Jun,Banten,1508
4 Jun,Banten,1624
5 Jun,Banten,1678
6 Jun,Banten,1693
7 Jun,Banten,1751
8 Jun,Banten,1803
9 Jun,Banten,1880
10 Jun,Banten,2014
11 Jun,Banten,2064
12 Jun,Banten,2191
13 Jun,Banten,2335
14 Jun,Banten,2534
15 Jun,Banten,2620
16 Jun,Banten,2736
17 Jun,Banten,2867
18 Jun,Banten,2949
19 Jun,Banten,3115
20 Jun,Banten,3188
21 Jun,Banten,3428
22 Jun,Banten,3652
23 Jun,Banten,3698
24 Jun,Banten,4096
25 Jun,Banten,4374
26 Jun,Banten,4617
27 Jun,Banten,5007
28 Jun,Banten,5300
29 Jun,Banten,5610
30 Jun,Banten,6005
1 Jul,Banten,6284
2 Jul,Banten,6561
3 Jul,Banten,7248
4 Jul,Banten,7827
5 Jul,Banten,8340
6 Jul,Banten,8523
7 Jul,Banten,8954
8 Jul,Banten,9309
9 Jul,Banten,9770
10 Jul,Banten,9867
11 Jul,Banten,10232
12 Jul,Banten,12541
13 Jul,Banten,15569
14 Jul,Banten,19059
15 Jul,Banten,22159
16 Jul,Banten,25019
17 Jul,Banten,27963
18 Jul,Banten,30783
19 Jul,Banten,32545
20 Jul,Banten,34920
21 Jul,Banten,35478
22 Jul,Banten,38016
23 Jul,Banten,40197
24 Jul,Banten,42052
25 Jul,Banten,43153
26 Jul,Banten,43238
27 Jul,Banten,43898
28 Jul,Banten,43855
29 Jul,Banten,41332
30 Jul,Banten,40084
31 Jul,Banten,37384
1 Aug,Banten,30593
2 Aug,Banten,28302
3 Aug,Banten,28274
4 Aug,Banten,26750
5 Aug,Banten,26925
6 Aug,Banten,21013
7 Aug,Banten,19186
8 Aug,Banten,17539
9 Aug,Banten,15358
10 Aug,Banten,14675
11 Aug,Banten,14076
12 Aug,Banten,14096
13 Aug,Banten,10968
14 Aug,Banten,10503
15 Aug,Banten,9465
16 Aug,Banten,8254
17 Aug,Banten,7322
18 Aug,Banten,6886
19 Aug,Banten,6856
20 Aug,Banten,6831
21 Aug,Banten,7047
22 Aug,Banten,6397
23 Aug,Banten,5551
24 Aug,Banten,5582
25 Aug,Banten,5394
26 Aug,Banten,4716
27 Aug,Banten,4552
28 Aug,Banten,4255
29 Aug,Banten,4324
30 Aug,Banten,3452
31 Aug,Banten,3193
1 Sep,Banten,3029
2 Sep,Banten,2989
3 Sep,Banten,2890
4 Sep,Banten,2718
5 Sep,Banten,2725
6 Sep,Banten,2595
7 Sep,Banten,2119
8 Sep,Banten,2115
9 Sep,Banten,1986
10 Sep,Banten,1845
11 Sep,Banten,1866
12 Sep,Banten,1793
13 Sep,Banten,1713
14 Sep,Banten,1605
15 Sep,Banten,1595
16 Sep,Banten,1226
17 Sep,Banten,1229
18 Sep,Banten,1209
19 Sep,Banten,1235
20 Sep,Banten,1057
21 Sep,Banten,815
22 Sep,Banten,822
23 Sep,Banten,807
24 Sep,Banten,840
25 Sep,Banten,846
26 Sep,Banten,852
27 Sep,Banten,831
28 Sep,Banten,835
29 Sep,Banten,832
30 Sep,Banten,803
21-Mar,DKI Jakarta,227
22-Mar,DKI Jakarta,256
23-Mar,DKI Jakarta,301
24-Mar,DKI Jakarta,370
25-Mar,DKI Jakarta,409
26-Mar,DKI Jakarta,444
27-Mar,DKI Jakarta,516
28-Mar,DKI Jakarta,522
29-Mar,DKI Jakarta,562
30-Mar,DKI Jakarta,576
31-Mar,DKI Jakarta,616
1-Apr,DKI Jakarta,673
2-Apr,DKI Jakarta,755
3-Apr,DKI Jakarta,829
4-Apr,DKI Jakarta,883
5-Apr,DKI Jakarta,973
6-Apr,DKI Jakarta,1068
7-Apr,DKI Jakarta,1198
8-Apr,DKI Jakarta,1286
9-Apr,DKI Jakarta,1482
10-Apr,DKI Jakarta,1517
11-Apr,DKI Jakarta,1707
12-Apr,DKI Jakarta,1707
13-Apr,DKI Jakarta,1840
14-Apr,DKI Jakarta,1931
15-Apr,DKI Jakarta,2068
16-Apr,DKI Jakarta,2224
17-Apr,DKI Jakarta,2365
18-Apr,DKI Jakarta,2466
19-Apr,DKI Jakarta,2511
20-Apr,DKI Jakarta,2580
21-Apr,DKI Jakarta,2676
22-Apr,DKI Jakarta,2760
23-Apr,DKI Jakarta,2890
24-Apr,DKI Jakarta,2946
25-Apr,DKI Jakarta,3004
26-Apr,DKI Jakarta,3110
27-Apr,DKI Jakarta,3165
28-Apr,DKI Jakarta,3269
29-Apr,DKI Jakarta,3282
30-Apr,DKI Jakarta,3318
1-May,DKI Jakarta,3454
2-May,DKI Jakarta,3492
3-May,DKI Jakarta,3433
4-May,DKI Jakarta,3499
5-May,DKI Jakarta,3574
6-May,DKI Jakarta,3615
7-May,DKI Jakarta,3687
8-May,DKI Jakarta,3786
9-May,DKI Jakarta,3877
10-May,DKI Jakarta,3953
11-May,DKI Jakarta,4023
12-May,DKI Jakarta,4008
13-May,DKI Jakarta,4079
14-May,DKI Jakarta,4074
15-May,DKI Jakarta,4038
16-May,DKI Jakarta,4126
17-May,DKI Jakarta,4241
18-May,DKI Jakarta,4289
19-May,DKI Jakarta,4356
20-May,DKI Jakarta,4435
21-May,DKI Jakarta,4362
22-May,DKI Jakarta,4390
23-May,DKI Jakarta,4450
24-May,DKI Jakarta,4547
25-May,DKI Jakarta,4553
26-May,DKI Jakarta,4629
27-May,DKI Jakarta,4704
28-May,DKI Jakarta,4790
29-May,DKI Jakarta,4880
30-May,DKI Jakarta,4708
31-May,DKI Jakarta,4749
1-Jun,DKI Jakarta,4695
2-Jun,DKI Jakarta,4624
3-Jun,DKI Jakarta,4514
4-Jun,DKI Jakarta,4560
5-Jun,DKI Jakarta,4491
6-Jun,DKI Jakarta,4510
7-Jun,DKI Jakarta,4374
8-Jun,DKI Jakarta,4386
9-Jun,DKI Jakarta,4451
10-Jun,DKI Jakarta,4451
11-Jun,DKI Jakarta,4452
12-Jun,DKI Jakarta,4419
13-Jun,DKI Jakarta,4473
14-Jun,DKI Jakarta,4334
15-Jun,DKI Jakarta,4368
16-Jun,DKI Jakarta,4336
17-Jun,DKI Jakarta,4341
18-Jun,DKI Jakarta,4365
19-Jun,DKI Jakarta,4378
20-Jun,DKI Jakarta,4423
21-Jun,DKI Jakarta,4331
22-Jun,DKI Jakarta,4384
23-Jun,DKI Jakarta,4428
24-Jun,DKI Jakarta,4480
25-Jun,DKI Jakarta,4558
26-Jun,DKI Jakarta,4638
27-Jun,DKI Jakarta,4760
28-Jun,DKI Jakarta,4624
29-Jun,DKI Jakarta,4494
30-Jun,DKI Jakarta,4280
1-Jul,DKI Jakarta,4325
2-Jul,DKI Jakarta,4314
3-Jul,DKI Jakarta,4209
4-Jul,DKI Jakarta,4163
5-Jul,DKI Jakarta,4123
6-Jul,DKI Jakarta,3982
7-Jul,DKI Jakarta,3919
8-Jul,DKI Jakarta,4122
9-Jul,DKI Jakarta,4172
10-Jul,DKI Jakarta,4243
11-Jul,DKI Jakarta,4392
12-Jul,DKI Jakarta,4626
13-Jul,DKI Jakarta,4692
14-Jul,DKI Jakarta,4835
15-Jul,DKI Jakarta,4897
16-Jul,DKI Jakarta,5068
17-Jul,DKI Jakarta,5176
18-Jul,DKI Jakarta,5391
19-Jul,DKI Jakarta,5358
20-Jul,DKI Jakarta,5556
21-Jul,DKI Jakarta,5712
22-Jul,DKI Jakarta,5731
23-Jul,DKI Jakarta,6034
24-Jul,DKI Jakarta,6058
25-Jul,DKI Jakarta,6261
26-Jul,DKI Jakarta,6480
27-Jul,DKI Jakarta,6826
28-Jul,DKI Jakarta,6844
29-Jul,DKI Jakarta,7160
30-Jul,DKI Jakarta,7349
31-Jul,DKI Jakarta,7360
1-Aug,DKI Jakarta,7037
2-Aug,DKI Jakarta,7273
3-Aug,DKI Jakarta,7591
4-Aug,DKI Jakarta,7771
5-Aug,DKI Jakarta,7732
6-Aug,DKI Jakarta,8029
7-Aug,DKI Jakarta,8487
8-Aug,DKI Jakarta,8653
9 Aug,DKI Jakarta,8529
10 Aug,DKI Jakarta,8784
11 Aug,DKI Jakarta,9050
12 Aug,DKI Jakarta,8745
13 Aug,DKI Jakarta,8955
14 Aug,DKI Jakarta,8797
15 Aug,DKI Jakarta,8848
16 Aug,DKI Jakarta,8711
17 Aug,DKI Jakarta,9040
18 Aug,DKI Jakarta,8946
19 Aug,DKI Jakarta,8913
20 Aug,DKI Jakarta,8767
21 Aug,DKI Jakarta,8976
22 Aug,DKI Jakarta,8898
23 Aug,DKI Jakarta,8806
24 Aug,DKI Jakarta,7527
25 Aug,DKI Jakarta,7624
26 Aug,DKI Jakarta,7568
27 Aug,DKI Jakarta,6779
28 Aug,DKI Jakarta,6757
29 Aug,DKI Jakarta,7001
30 Aug,DKI Jakarta,7720
31 Aug,DKI Jakarta,8351
1 Sep,DKI Jakarta,8506
2 Sep,DKI Jakarta,9069
3 Sep,DKI Jakarta,9713
4 Sep,DKI Jakarta,9768
5 Sep,DKI Jakarta,9901
6 Sep,DKI Jakarta,10267
7 Sep,DKI Jakarta,10629
8 Sep,DKI Jakarta,10693
9 Sep,DKI Jakarta,10839
10 Sep,DKI Jakarta,11092
11 Sep,DKI Jakarta,11139
12 Sep,DKI Jakarta,11661
13 Sep,DKI Jakarta,12078
14 Sep,DKI Jakarta,11436
15 Sep,DKI Jakarta,11499
16 Sep,DKI Jakarta,11817
17 Sep,DKI Jakarta,11964
18 Sep,DKI Jakarta,12172
19 Sep,DKI Jakarta,12125
20 Sep,DKI Jakarta,12178
21 Sep,DKI Jakarta,12202
22 Sep,DKI Jakarta,12565
23 Sep,DKI Jakarta,12565
24 Sep,DKI Jakarta,12435
25 Sep,DKI Jakarta,11973
26 Sep,DKI Jakarta,12519
27 Sep,DKI Jakarta,12426
28 Sep,DKI Jakarta,11987
29 Sep,DKI Jakarta,12086
30 Sep,DKI Jakarta,11776
1 Oct,DKI Jakarta,11900
2 Oct,DKI Jakarta,12440
3 Oct,DKI Jakarta,12513
4 Oct,DKI Jakarta,12866
5 Oct,DKI Jakarta,12888
6 Oct,DKI Jakarta,12947
7 Oct,DKI Jakarta,13157
8 Oct,DKI Jakarta,13278
9 Oct,DKI Jakarta,13350
10 Oct,DKI Jakarta,13311
11 Oct,DKI Jakarta,13620
12 Oct,DKI Jakarta,13720
13 Oct,DKI Jakarta,13655
14 Oct,DKI Jakarta,13485
15 Oct,DKI Jakarta,13486
16 Oct,DKI Jakarta,13525
17 Oct,DKI Jakarta,13372
18 Oct,DKI Jakarta,13252
19 Oct,DKI Jakarta,13040
20 Oct,DKI Jakarta,13136
21 Oct,DKI Jakarta,13043
22 Oct,DKI Jakarta,12857
23 Oct,DKI Jakarta,12695
24 Oct,DKI Jakarta,12582
25 Oct,DKI Jakarta,12106
26 Oct,DKI Jakarta,11837
27 Oct,DKI Jakarta,11473
28 Oct,DKI Jakarta,11254
29 Oct,DKI Jakarta,10875
30 Oct,DKI Jakarta,10396
31 Oct,DKI Jakarta,10095
1 Nov,DKI Jakarta,9209
2 Nov,DKI Jakarta,9158
3 Nov,DKI Jakarta,8739
4 Nov,DKI Jakarta,8558
5 Nov,DKI Jakarta,8368
6 Nov,DKI Jakarta,7998
7 Nov,DKI Jakarta,8116
8 Nov,DKI Jakarta,7955
9 Nov,DKI Jakarta,7535
10 Nov,DKI Jakarta,7282
11 Nov,DKI Jakarta,6895
12 Nov,DKI Jakarta,6662
13 Nov,DKI Jakarta,6702
14 Nov,DKI Jakarta,6906
15 Nov,DKI Jakarta,7091
16 Nov,DKI Jakarta,7052
17 Nov,DKI Jakarta,7211
18 Nov,DKI Jakarta,7499
19 Nov,DKI Jakarta,7784
20 Nov,DKI Jakarta,8073
21 Nov,DKI Jakarta,8543
22 Nov,DKI Jakarta,8794
23 Nov,DKI Jakarta,8722
24 Nov,DKI Jakarta,8658
25 Nov,DKI Jakarta,8814
26 Nov,DKI Jakarta,8739
27 Nov,DKI Jakarta,9344
28 Nov,DKI Jakarta,9454
29 Nov,DKI Jakarta,10052
30 Nov,DKI Jakarta,10217
1 Dec,DKI Jakarta,10228
2 Dec,DKI Jakarta,10310
3 Dec,DKI Jakarta,10464
4 Dec,DKI Jakarta,10538
5 Dec,DKI Jakarta,10864
6 Dec,DKI Jakarta,11117
7 Dec,DKI Jakarta,11625
8 Dec,DKI Jakarta,11609
9 Dec,DKI Jakarta,11744
10 Dec,DKI Jakarta,11864
11 Dec,DKI Jakarta,11872
12 Dec,DKI Jakarta,11878
13 Dec,DKI Jakarta,12044
14 Dec,DKI Jakarta,12061
15 Dec,DKI Jakarta,12019
16 Dec,DKI Jakarta,12078
17 Dec,DKI Jakarta,12372
18 Dec,DKI Jakarta,12702
19 Dec,DKI Jakarta,13478
20 Dec,DKI Jakarta,13173
21 Dec,DKI Jakarta,13253
22 Dec,DKI Jakarta,13171
23 Dec,DKI Jakarta,13660
24 Dec,DKI Jakarta,14230
25 Dec,DKI Jakarta,14572
26 Dec,DKI Jakarta,14058
27 Dec,DKI Jakarta,14201
28 Dec,DKI Jakarta,14158
29 Dec,DKI Jakarta,15189
30 Dec,DKI Jakarta,15647
31 Dec,DKI Jakarta,15678
1 Jan,DKI Jakarta,15965
2 Jan,DKI Jakarta,15566
3 Jan,DKI Jakarta,15533
4 Jan,DKI Jakarta,14837
5 Jan,DKI Jakarta,15301
6 Jan,DKI Jakarta,16624
7 Jan,DKI Jakarta,17560
8 Jan,DKI Jakarta,17814
9 Jan,DKI Jakarta,18422
10 Jan,DKI Jakarta,18199
11 Jan,DKI Jakarta,18119
12 Jan,DKI Jakarta,19097
13 Jan,DKI Jakarta,19576
14 Jan,DKI Jakarta,20623
15 Jan,DKI Jakarta,21078
16 Jan,DKI Jakarta,22371
17 Jan,DKI Jakarta,21958
18 Jan,DKI Jakarta,21481
19 Jan,DKI Jakarta,21619
20 Jan,DKI Jakarta,21487
21 Jan,DKI Jakarta,22038
22 Jan,DKI Jakarta,23620
23 Jan,DKI Jakarta,23382
24 Jan,DKI Jakarta,24527
25 Jan,DKI Jakarta,24431
26 Jan,DKI Jakarta,23760
27 Jan,DKI Jakarta,22592
28 Jan,DKI Jakarta,22710
29 Jan,DKI Jakarta,23686
30 Jan,DKI Jakarta,23581
31 Jan,DKI Jakarta,23658
1 Feb,DKI Jakarta,25085
2 Feb,DKI Jakarta,23826
3 Feb,DKI Jakarta,25747
4 Feb,DKI Jakarta,25376
5 Feb,DKI Jakarta,26196
6 Feb,DKI Jakarta,24097
7 Feb,DKI Jakarta,23961
8 Feb,DKI Jakarta,23644
9 Feb,DKI Jakarta,24245
10 Feb,DKI Jakarta,24266
11 Feb,DKI Jakarta,22725
12 Feb,DKI Jakarta,20849
13 Feb,DKI Jakarta,19068
14 Feb,DKI Jakarta,17184
15 Feb,DKI Jakarta,16926
16 Feb,DKI Jakarta,16642
17 Feb,DKI Jakarta,15941
18 Feb,DKI Jakarta,13587
19 Feb,DKI Jakarta,13137
20 Feb,DKI Jakarta,13083
21 Feb,DKI Jakarta,13072
22 Feb,DKI Jakarta,13193
23 Feb,DKI Jakarta,12116
24 Feb,DKI Jakarta,10404
25 Feb,DKI Jakarta,9625
26 Feb,DKI Jakarta,9458
27 Feb,DKI Jakarta,9977
28 Feb,DKI Jakarta,11424
1 Mar,DKI Jakarta,9817
2 Mar,DKI Jakarta,8284
3 Mar,DKI Jakarta,7234
4 Mar,DKI Jakarta,7467
5 Mar,DKI Jakarta,7415
6 Mar,DKI Jakarta,7290
7 Mar,DKI Jakarta,7253
8 Mar,DKI Jakarta,7504
9 Mar,DKI Jakarta,6671
10 Mar,DKI Jakarta,6839
11 Mar,DKI Jakarta,7665
12 Mar,DKI Jakarta,8448
13 Mar,DKI Jakarta,7626
14 Mar,DKI Jakarta,6782
15 Mar,DKI Jakarta,6529
16 Mar,DKI Jakarta,5774
17 Mar,DKI Jakarta,5963
18 Mar,DKI Jakarta,6491
19 Mar,DKI Jakarta,6885
20 Mar,DKI Jakarta,7610
21 Mar,DKI Jakarta,7353
22 Mar,DKI Jakarta,7093
23 Mar,DKI Jakarta,6201
24 Mar,DKI Jakarta,5334
25 Mar,DKI Jakarta,6329
26 Mar,DKI Jakarta,7084
27 Mar,DKI Jakarta,7769
28 Mar,DKI Jakarta,7857
29 Mar,DKI Jakarta,7841
30 Mar,DKI Jakarta,7012
31 Mar,DKI Jakarta,6780
1 Apr,DKI Jakarta,7190
2 Apr,DKI Jakarta,7098
3 Apr,DKI Jakarta,6908
4 Apr,DKI Jakarta,6615
5 Apr,DKI Jakarta,6153
6 Apr,DKI Jakarta,6095
7 Apr,DKI Jakarta,6320
8 Apr,DKI Jakarta,6682
9 Apr,DKI Jakarta,7283
10 Apr,DKI Jakarta,7427
11 Apr,DKI Jakarta,7025
12 Apr,DKI Jakarta,6353
13 Apr,DKI Jakarta,6275
14 Apr,DKI Jakarta,6315
15 Apr,DKI Jakarta,7113
16 Apr,DKI Jakarta,7039
17 Apr,DKI Jakarta,7059
18 Apr,DKI Jakarta,7027
19 Apr,DKI Jakarta,6998
20 Apr,DKI Jakarta,6546
21 Apr,DKI Jakarta,6563
22 Apr,DKI Jakarta,7167
23 Apr,DKI Jakarta,7312
24 Apr,DKI Jakarta,7322
25 Apr,DKI Jakarta,7242
26 Apr,DKI Jakarta,6638
27 Apr,DKI Jakarta,6414
28 Apr,DKI Jakarta,6357
29 Apr,DKI Jakarta,6841
30 Apr,DKI Jakarta,7086
1 May,DKI Jakarta,7204
2 May,DKI Jakarta,7064
3 May,DKI Jakarta,7114
4 May,DKI Jakarta,6926
5 May,DKI Jakarta,7073
6 May,DKI Jakarta,7391
7 May,DKI Jakarta,7559
8 May,DKI Jakarta,7681
9 May,DKI Jakarta,7784
10 May,DKI Jakarta,7850
11 May,DKI Jakarta,7569
12 May,DKI Jakarta,7538
13 May,DKI Jakarta,7723
14 May,DKI Jakarta,7792
15 May,DKI Jakarta,7431
16 May,DKI Jakarta,7281
17 May,DKI Jakarta,7391
18 May,DKI Jakarta,7387
19 May,DKI Jakarta,7782
20 May,DKI Jakarta,8561
21 May,DKI Jakarta,9301
22 May,DKI Jakarta,9824
23 May,DKI Jakarta,10339
24 May,DKI Jakarta,10846
25 May,DKI Jakarta,10710
26 May,DKI Jakarta,10800
27 May,DKI Jakarta,11136
28 May,DKI Jakarta,10811
29 May,DKI Jakarta,10699
30 May,DKI Jakarta,10756
31 May,DKI Jakarta,10882
1 Jun,DKI Jakarta,10870
2 Jun,DKI Jakarta,10867
3 Jun,DKI Jakarta,11059
4 Jun,DKI Jakarta,11130
5 Jun,DKI Jakarta,11597
6 Jun,DKI Jakarta,11712
7 Jun,DKI Jakarta,12048
8 Jun,DKI Jakarta,11835
9 Jun,DKI Jakarta,12085
10 Jun,DKI Jakarta,13046
11 Jun,DKI Jakarta,14136
12 Jun,DKI Jakarta,15847
13 Jun,DKI Jakarta,17662
14 Jun,DKI Jakarta,19311
15 Jun,DKI Jakarta,19466
16 Jun,DKI Jakarta,20530
17 Jun,DKI Jakarta,22754
18 Jun,DKI Jakarta,24908
19 Jun,DKI Jakarta,27301
20 Jun,DKI Jakarta,30357
21 Jun,DKI Jakarta,32462
22 Jun,DKI Jakarta,32542
23 Jun,DKI Jakarta,35997
24 Jun,DKI Jakarta,41014
25 Jun,DKI Jakarta,45308
26 Jun,DKI Jakarta,51803
27 Jun,DKI Jakarta,57640
28 Jun,DKI Jakarta,62494
29 Jun,DKI Jakarta,66288
30 Jun,DKI Jakarta,70375
1 Jul,DKI Jakarta,74343
2 Jul,DKI Jakarta,78699
3 Jul,DKI Jakarta,82679
4 Jul,DKI Jakarta,87272
5 Jul,DKI Jakarta,91458
6 Jul,DKI Jakarta,94660
7 Jul,DKI Jakarta,100229
8 Jul,DKI Jakarta,102216
9 Jul,DKI Jakarta,100168
10 Jul,DKI Jakarta,96159
11 Jul,DKI Jakarta,88636
12 Jul,DKI Jakarta,82654
13 Jul,DKI Jakarta,90185
14 Jul,DKI Jakarta,99723
15 Jul,DKI Jakarta,109247
16 Jul,DKI Jakarta,113082
17 Jul,DKI Jakarta,111570
18 Jul,DKI Jakarta,108683
19 Jul,DKI Jakarta,100759
20 Jul,DKI Jakarta,94633
21 Jul,DKI Jakarta,89884
22 Jul,DKI Jakarta,86117
23 Jul,DKI Jakarta,79551
24 Jul,DKI Jakarta,73148
25 Jul,DKI Jakarta,64023
26 Jul,DKI Jakarta,51860
27 Jul,DKI Jakarta,40668
28 Jul,DKI Jakarta,35084
29 Jul,DKI Jakarta,27477
30 Jul,DKI Jakarta,19737
31 Jul,DKI Jakarta,17850
1 Aug,DKI Jakarta,15884
2 Aug,DKI Jakarta,14979
3 Aug,DKI Jakarta,14004
4 Aug,DKI Jakarta,14451
5 Aug,DKI Jakarta,13877
6 Aug,DKI Jakarta,12799
7 Aug,DKI Jakarta,10177
8 Aug,DKI Jakarta,10654
9 Aug,DKI Jakarta,10357
10 Aug,DKI Jakarta,10520
11 Aug,DKI Jakarta,11101
12 Aug,DKI Jakarta,9881
13 Aug,DKI Jakarta,9453
14 Aug,DKI Jakarta,9568
15 Aug,DKI Jakarta,9667
16 Aug,DKI Jakarta,9205
17 Aug,DKI Jakarta,8916
18 Aug,DKI Jakarta,9035
19 Aug,DKI Jakarta,8798
20 Aug,DKI Jakarta,8807
21 Aug,DKI Jakarta,8770
22 Aug,DKI Jakarta,8342
23 Aug,DKI Jakarta,8166
24 Aug,DKI Jakarta,8124
25 Aug,DKI Jakarta,8180
26 Aug,DKI Jakarta,7717
27 Aug,DKI Jakarta,7995
28 Aug,DKI Jakarta,8002
29 Aug,DKI Jakarta,7764
30 Aug,DKI Jakarta,7266
31 Aug,DKI Jakarta,7107
1 Sep,DKI Jakarta,6671
2 Sep,DKI Jakarta,6256
3 Sep,DKI Jakarta,5755
4 Sep,DKI Jakarta,5620
5 Sep,DKI Jakarta,5595
6 Sep,DKI Jakarta,5061
7 Sep,DKI Jakarta,4779
8 Sep,DKI Jakarta,4523
9 Sep,DKI Jakarta,4332
10 Sep,DKI Jakarta,4125
11 Sep,DKI Jakarta,3972
12 Sep,DKI Jakarta,3953
13 Sep,DKI Jakarta,3681
14 Sep,DKI Jakarta,3368
15 Sep,DKI Jakarta,3289
16 Sep,DKI Jakarta,3125
17 Sep,DKI Jakarta,2969
18 Sep,DKI Jakarta,2919
19 Sep,DKI Jakarta,2890
20 Sep,DKI Jakarta,2569
21 Sep,DKI Jakarta,2358
22 Sep,DKI Jakarta,2294
23 Sep,DKI Jakarta,2192
24 Sep,DKI Jakarta,2041
25 Sep,DKI Jakarta,1972
26 Sep,DKI Jakarta,2011
27 Sep,DKI Jakarta,1859
28 Sep,DKI Jakarta,1786
29 Sep,DKI Jakarta,1764
30 Sep,DKI Jakarta,1716
21-Mar,Jawa Timur,25
22-Mar,Jawa Timur,40
23-Mar,Jawa Timur,40
24-Mar,Jawa Timur,50
25-Mar,Jawa Timur,49
26-Mar,Jawa Timur,53
27-Mar,Jawa Timur,54
28-Mar,Jawa Timur,65
29-Mar,Jawa Timur,72
30-Mar,Jawa Timur,67
31-Mar,Jawa Timur,69
1-Apr,Jawa Timur,78
2-Apr,Jawa Timur,71
3-Apr,Jawa Timur,119
4-Apr,Jawa Timur,109
5-Apr,Jawa Timur,144
6-Apr,Jawa Timur,137
7-Apr,Jawa Timur,137
8-Apr,Jawa Timur,134
9-Apr,Jawa Timur,157
10-Apr,Jawa Timur,172
11-Apr,Jawa Timur,178
12-Apr,Jawa Timur,291
13-Apr,Jawa Timur,337
14-Apr,Jawa Timur,358
15-Apr,Jawa Timur,373
16-Apr,Jawa Timur,382
17-Apr,Jawa Timur,382
18-Apr,Jawa Timur,410
19-Apr,Jawa Timur,438
20-Apr,Jawa Timur,436
21-Apr,Jawa Timur,447
22-Apr,Jawa Timur,479
23-Apr,Jawa Timur,492
24-Apr,Jawa Timur,495
25-Apr,Jawa Timur,562
26-Apr,Jawa Timur,560
27-Apr,Jawa Timur,568
28-Apr,Jawa Timur,623
29-Apr,Jawa Timur,625
30-Apr,Jawa Timur,705
1-May,Jawa Timur,773
2-May,Jawa Timur,766
3-May,Jawa Timur,832
4-May,Jawa Timur,829
5-May,Jawa Timur,874
6-May,Jawa Timur,899
7-May,Jawa Timur,928
8-May,Jawa Timur,931
9-May,Jawa Timur,1051
10-May,Jawa Timur,1129
11-May,Jawa Timur,1143
12-May,Jawa Timur,1256
13-May,Jawa Timur,1335
14-May,Jawa Timur,1418
15-May,Jawa Timur,1449
16-May,Jawa Timur,1620
17-May,Jawa Timur,1646
18-May,Jawa Timur,1750
19-May,Jawa Timur,1780
20-May,Jawa Timur,1881
21-May,Jawa Timur,2354
22-May,Jawa Timur,2460
23-May,Jawa Timur,2898
24-May,Jawa Timur,2915
25-May,Jawa Timur,3105
26-May,Jawa Timur,3136
27-May,Jawa Timur,3300
28-May,Jawa Timur,3431
29-May,Jawa Timur,3499
30-May,Jawa Timur,3652
31-May,Jawa Timur,3852
1-Jun,Jawa Timur,3856
2-Jun,Jawa Timur,4018
3-Jun,Jawa Timur,4090
4-Jun,Jawa Timur,3882
5-Jun,Jawa Timur,3896
6-Jun,Jawa Timur,4011
7-Jun,Jawa Timur,4056
8-Jun,Jawa Timur,4312
9-Jun,Jawa Timur,4435
10-Jun,Jawa Timur,4595
11-Jun,Jawa Timur,4757
12-Jun,Jawa Timur,4981
13-Jun,Jawa Timur,4891
14-Jun,Jawa Timur,5001
15-Jun,Jawa Timur,5193
16-Jun,Jawa Timur,5346
17-Jun,Jawa Timur,5501
18-Jun,Jawa Timur,5794
19-Jun,Jawa Timur,5817
20-Jun,Jawa Timur,6089
21-Jun,Jawa Timur,6038
22-Jun,Jawa Timur,6274
23-Jun,Jawa Timur,6459
24-Jun,Jawa Timur,6553
25-Jun,Jawa Timur,6545
26-Jun,Jawa Timur,6676
27-Jun,Jawa Timur,6746
28-Jun,Jawa Timur,6957
29-Jun,Jawa Timur,7051
30-Jun,Jawa Timur,7231
1-Jul,Jawa Timur,7196
2-Jul,Jawa Timur,7356
3-Jul,Jawa Timur,7441
4-Jul,Jawa Timur,7727
5-Jul,Jawa Timur,8101
6-Jul,Jawa Timur,8272
7-Jul,Jawa Timur,8408
8-Jul,Jawa Timur,8546
9-Jul,Jawa Timur,8777
10-Jul,Jawa Timur,8762
11-Jul,Jawa Timur,8818
12-Jul,Jawa Timur,9109
13-Jul,Jawa Timur,9042
14-Jul,Jawa Timur,9022
15-Jul,Jawa Timur,8638
16-Jul,Jawa Timur,8347
17-Jul,Jawa Timur,8178
18-Jul,Jawa Timur,7816
19-Jul,Jawa Timur,7565
20-Jul,Jawa Timur,7395
21-Jul,Jawa Timur,7302
22-Jul,Jawa Timur,7137
23-Jul,Jawa Timur,6800
24-Jul,Jawa Timur,6846
25-Jul,Jawa Timur,6729
26-Jul,Jawa Timur,6632
27-Jul,Jawa Timur,6524
28-Jul,Jawa Timur,6414
