Tanggal;Provinsi;Kasus Aktif
03-Jun;Banten;612
04-Jun;Banten;617
05-Jun;Banten;595
06-Jun;Banten;589
07-Jun;Banten;594
08-Jun;Banten;604
09-Jun;Banten;598
10-Jun;Banten;622
11-Jun;Banten;635
12-Jun;Banten;664
13-Jun;Banten;734
14-Jun;Banten;721
15-Jun;Banten;704
16-Jun;Banten;713
17-Jun;Banten;722
18-Jun;Banten;713
19-Jun;Banten;714
20-Jun;Banten;699
21-Jun;Banten;706
22-Jun;Banten;712
23-Jun;Banten;711
24-Jun;Banten;721
25-Jun;Banten;730
26-Jun;Banten;732
27-Jun;Banten;742
28-Jun;Banten;731
29-Jun;Banten;730
30-Jun;Banten;735
01-Jul;Banten;727
02-Jul;Banten;513
03-Jul;Banten;482
04-Jul;Banten;486
05-Jul;Banten;488
06-Jul;Banten;496
07-Jul;Banten;499
08-Jul;Banten;506
09-Jul;Banten;497
10-Jul;Banten;482
11-Jul;Banten;460
12-Jul;Banten;422
13-Jul;Banten;424
14-Jul;Banten;421
15-Jul;Banten;391
16-Jul;Banten;392
17-Jul;Banten;391
18-Jul;Banten;386
19-Jul;Banten;404
20-Jul;Banten;399
21-Jul;Banten;388
22-Jul;Banten;384
23-Jul;Banten;390
24-Jul;Banten;397
25-Jul;Banten;395
26-Jul;Banten;397
27-Jul;Banten;384
28-Jul;Banten;387
29-Jul;Banten;391
30-Jul;Banten;403
31-Jul;Banten;391
01-Aug;Banten;402
02-Aug;Banten;396
03-Aug;Banten;389
04-Aug;Banten;409
05-Aug;Banten;427
06-Aug;Banten;430
07-Aug;Banten;445
08-Aug;Banten;466
09-Aug;Banten;489
10-Aug;Banten;511
11-Aug;Banten;521
12-Aug;Banten;550
13-Aug;Banten;538
14-Aug;Banten;549
15-Aug;Banten;562
16-Aug;Banten;586
17-Aug;Banten;584
18-Aug;Banten;639
19-Aug;Banten;655
20-Aug;Banten;668
21-Aug;Banten;670
22-Aug;Banten;680
23-Aug;Banten;692
24-Aug;Banten;711
25-Aug;Banten;727
26-Aug;Banten;726
27-Aug;Banten;764
28-Aug;Banten;790
29-Aug;Banten;742
30-Aug;Banten;746
31-Aug;Banten;752
01-Sep;Banten;713
02-Sep;Banten;758
03-Sep;Banten;767
04-Sep;Banten;762
05-Sep;Banten;782
06-Sep;Banten;839
07-Sep;Banten;878
08-Sep;Banten;911
09-Sep;Banten;927
10-Sep;Banten;938
11-Sep;Banten;946
12-Sep;Banten;927
13-Sep;Banten;943
14-Sep;Banten;975
15-Sep;Banten;1008
16-Sep;Banten;1097
17-Sep;Banten;1171
18-Sep;Banten;1285
19-Sep;Banten;1390
20-Sep;Banten;1532
21-Sep;Banten;1591
22-Sep;Banten;1582
23-Sep;Banten;1751
24-Sep;Banten;1797
25-Sep;Banten;1670
26-Sep;Banten;1758
27-Sep;Banten;1645
28-Sep;Banten;1645
29-Sep;Banten;1645
30-Sep;Banten;1508
01-Oct;Banten;1468
02-Oct;Banten;1434
03-Oct;Banten;1467
04-Oct;Banten;1563
05-Oct;Banten;1627
06-Oct;Banten;1625
07-Oct;Banten;1582
08-Oct;Banten;1605
09-Oct;Banten;1660
10-Oct;Banten;1739
11-Oct;Banten;1756
12-Oct;Banten;1757
13-Oct;Banten;1773
14-Oct;Banten;1750
15-Oct;Banten;1609
16-Oct;Banten;1626
17-Oct;Banten;1632
18-Oct;Banten;1600
19-Oct;Banten;1659
20-Oct;Banten;1614
21-Oct;Banten;1636
22-Oct;Banten;1777
23-Oct;Banten;1843
24-Oct;Banten;1858
25-Oct;Banten;1962
26-Oct;Banten;1818
27-Oct;Banten;1841
28-Oct;Banten;1916
29-Oct;Banten;1927
30-Oct;Banten;1850
31-Oct;Banten;1799
01-Nov;Banten;1781
02-Nov;Banten;1801
03-Nov;Banten;1807
04-Nov;Banten;1787
05-Nov;Banten;1764
06-Nov;Banten;1758
07-Nov;Banten;1788
08-Nov;Banten;1770
09-Nov;Banten;1842
10-Nov;Banten;1897
11-Nov;Banten;2020
12-Nov;Banten;2115
13-Nov;Banten;2225
14-Nov;Banten;2380
15-Nov;Banten;2539
16-Nov;Banten;2538
17-Nov;Banten;2525
18-Nov;Banten;2579
19-Nov;Banten;2738
20-Nov;Banten;2838
21-Nov;Banten;2997
22-Nov;Banten;3111
23-Nov;Banten;3267
24-Nov;Banten;3398
25-Nov;Banten;3440
26-Nov;Banten;3509
27-Nov;Banten;3580
28-Nov;Banten;3652
29-Nov;Banten;3703
30-Nov;Banten;3815
01-Dec;Banten;3913
02-Dec;Banten;3948
03-Dec;Banten;4034
04-Dec;Banten;4143
05-Dec;Banten;4213
06-Dec;Banten;4289
07-Dec;Banten;4381
08-Dec;Banten;4458
09-Dec;Banten;4538
10-Dec;Banten;4670
11-Dec;Banten;4798
12-Dec;Banten;4957
13-Dec;Banten;5048
14-Dec;Banten;5155
15-Dec;Banten;5295
16-Dec;Banten;5399
17-Dec;Banten;5498
18-Dec;Banten;5599
19-Dec;Banten;5768
20-Dec;Banten;5934
21-Dec;Banten;6093
22-Dec;Banten;6310
23-Dec;Banten;6473
24-Dec;Banten;6447
25-Dec;Banten;6571
26-Dec;Banten;6785
27-Dec;Banten;6891
28-Dec;Banten;6987
29-Dec;Banten;7002
30-Dec;Banten;7161
31-Dec;Banten;7348
01-Jan;Banten;7618
02-Jan;Banten;7781
03-Jan;Banten;7888
04-Jan;Banten;8019
05-Jan;Banten;8137
06-Jan;Banten;8169
07-Jan;Banten;8442
08-Jan;Banten;8660
09-Jan;Banten;8910
10-Jan;Banten;8911
11-Jan;Banten;9013
12-Jan;Banten;9119
13-Jan;Banten;9290
14-Jan;Banten;9494
15-Jan;Banten;9672
16-Jan;Banten;9912
17-Jan;Banten;10169
18-Jan;Banten;10240
19-Jan;Banten;10383
20-Jan;Banten;10581
21-Jan;Banten;10769
22-Jan;Banten;10964
23-Jan;Banten;11204
24-Jan;Banten;11448
25-Jan;Banten;11429
26-Jan;Banten;11609
27-Jan;Banten;11073
28-Jan;Banten;10665
29-Jan;Banten;10065
30-Jan;Banten;10305
31-Jan;Banten;9879
01-Feb;Banten;9841
02-Feb;Banten;9664
03-Feb;Banten;9499
04-Feb;Banten;9191
05-Feb;Banten;9230
06-Feb;Banten;9110
07-Feb;Banten;8655
08-Feb;Banten;7736
09-Feb;Banten;6811
10-Feb;Banten;6587
11-Feb;Banten;6553
12-Feb;Banten;6687
13-Feb;Banten;6766
14-Feb;Banten;6827
15-Feb;Banten;6926
16-Feb;Banten;7179
17-Feb;Banten;7470
18-Feb;Banten;7281
19-Feb;Banten;7010
20-Feb;Banten;6757
21-Feb;Banten;6641
22-Feb;Banten;6531
23-Feb;Banten;6622
24-Feb;Banten;6658
25-Feb;Banten;6829
26-Feb;Banten;6795
27-Feb;Banten;6787
28-Feb;Banten;6813
01-Mar;Banten;6783
02-Mar;Banten;6699
03-Mar;Banten;6744
04-Mar;Banten;6739
05-Mar;Banten;7134
06-Mar;Banten;6415
07-Mar;Banten;6415
08-Mar;Banten;6664
09-Mar;Banten;6519
10-Mar;Banten;6606
11-Mar;Banten;6570
12-Mar;Banten;6962
13-Mar;Banten;7049
14-Mar;Banten;6970
15-Mar;Banten;6750
16-Mar;Banten;6628
17-Mar;Banten;6685
18-Mar;Banten;6365
19-Mar;Banten;6141
20-Mar;Banten;6119
21-Mar;Banten;5818
22-Mar;Banten;6039
23-Mar;Banten;5734
24-Mar;Banten;5938
25-Mar;Banten;6015
26-Mar;Banten;5684
27-Mar;Banten;5877
28-Mar;Banten;5930
29-Mar;Banten;6145
30-Mar;Banten;6340
31-Mar;Banten;6290
01-Apr;Banten;5165
02-Apr;Banten;4495
03-Apr;Banten;3837
04-Apr;Banten;721
05-Apr;Banten;894
06-Apr;Banten;1029
07-Apr;Banten;1164
08-Apr;Banten;1247
09-Apr;Banten;1325
10-Apr;Banten;1397
11-Apr;Banten;1436
12-Apr;Banten;1710
13-Apr;Banten;1842
14-Apr;Banten;1875
15-Apr;Banten;1910
16-Apr;Banten;2005
17-Apr;Banten;2021
18-Apr;Banten;1822
19-Apr;Banten;1860
20-Apr;Banten;1929
21-Apr;Banten;1907
22-Apr;Banten;1915
23-Apr;Banten;1988
24-Apr;Banten;1924
25-Apr;Banten;1866
26-Apr;Banten;1915
27-Apr;Banten;2009
28-Apr;Banten;2015
29-Apr;Banten;1931
30-Apr;Banten;1961
01-May;Banten;1986
02-May;Banten;1971
03-May;Banten;2053
04-May;Banten;1998
05-May;Banten;1875
06-May;Banten;1902
07-May;Banten;1920
08-May;Banten;1965
09-May;Banten;1852
10-May;Banten;1869
11-May;Banten;1905
12-May;Banten;1937
13-May;Banten;1970
14-May;Banten;1994
15-May;Banten;1917
16-May;Banten;1939
17-May;Banten;1670
18-May;Banten;1697
19-May;Banten;1685
20-May;Banten;1427
21-May;Banten;1403
22-May;Banten;1365
23-May;Banten;1347
24-May;Banten;1344
25-May;Banten;1422
26-May;Banten;1443
27-May;Banten;1552
28-May;Banten;1541
29-May;Banten;1538
30-May;Banten;1524
31-May;Banten;1396
01-Jun;Banten;1484
02-Jun;Banten;1498
03-Jun;Banten;1508
04-Jun;Banten;1624
05-Jun;Banten;1678
06-Jun;Banten;1693
07-Jun;Banten;1751
08-Jun;Banten;1803
09-Jun;Banten;1880
10-Jun;Banten;2014
11-Jun;Banten;2064
12-Jun;Banten;2191
13-Jun;Banten;2335
14-Jun;Banten;2534
15-Jun;Banten;2620
16-Jun;Banten;2736
17-Jun;Banten;2867
18-Jun;Banten;2949
19-Jun;Banten;3115
20-Jun;Banten;3188
21-Jun;Banten;3428
22-Jun;Banten;3652
23-Jun;Banten;3698
24-Jun;Banten;4096
25-Jun;Banten;4374
26-Jun;Banten;4617
27-Jun;Banten;5007
28-Jun;Banten;5300
29-Jun;Banten;5610
30-Jun;Banten;6005
01-Jul;Banten;6284
02-Jul;Banten;6561
03-Jul;Banten;7248
04-Jul;Banten;7827
05-Jul;Banten;8340
06-Jul;Banten;8523
07-Jul;Banten;8954
08-Jul;Banten;9309
09-Jul;Banten;9770
10-Jul;Banten;9867
11-Jul;Banten;10232
12-Jul;Banten;12541
13-Jul;Banten;15569
14-Jul;Banten;19059
15-Jul;Banten;22159
16-Jul;Banten;25019
17-Jul;Banten;27963
18-Jul;Banten;30783
19-Jul;Banten;32545
20-Jul;Banten;34920
21-Jul;Banten;35478
22-Jul;Banten;38016
23-Jul;Banten;40197
24-Jul;Banten;42052
25-Jul;Banten;43153
26-Jul;Banten;43238
27-Jul;Banten;43898
28-Jul;Banten;43855
29-Jul;Banten;41332
30-Jul;Banten;40084
31-Jul;Banten;37384
01-Aug;Banten;30593
02-Aug;Banten;28302
03-Aug;Banten;28274
04-Aug;Banten;26750
05-Aug;Banten;26925
06-Aug;Banten;21013
07-Aug;Banten;19186
08-Aug;Banten;17539
09-Aug;Banten;15358
10-Aug;Banten;14675
11-Aug;Banten;14076
12-Aug;Banten;14096
13-Aug;Banten;10968
14-Aug;Banten;10503
15-Aug;Banten;9465
16-Aug;Banten;8254
17-Aug;Banten;7322
18-Aug;Banten;6886
19-Aug;Banten;6856
20-Aug;Banten;6831
21-Aug;Banten;7047
22-Aug;Banten;6397
23-Aug;Banten;5551
24-Aug;Banten;5582
25-Aug;Banten;5394
26-Aug;Banten;4716
27-Aug;Banten;4552
28-Aug;Banten;4255
29-Aug;Banten;4324
30-Aug;Banten;3452
31-Aug;Banten;3193
01-Sep;Banten;3029
02-Sep;Banten;2989
03-Sep;Banten;2890
04-Sep;Banten;2718
05-Sep;Banten;2725
06-Sep;Banten;2595
07-Sep;Banten;2119
08-Sep;Banten;2115
09-Sep;Banten;1986
10-Sep;Banten;1845
11-Sep;Banten;1866
12-Sep;Banten;1793
13-Sep;Banten;1713
14-Sep;Banten;1605
15-Sep;Banten;1595
16-Sep;Banten;1226
17-Sep;Banten;1229
18-Sep;Banten;1209
19-Sep;Banten;1235
20-Sep;Banten;1057
21-Sep;Banten;815
22-Sep;Banten;822
23-Sep;Banten;807
24-Sep;Banten;840
25-Sep;Banten;846
26-Sep;Banten;852
27-Sep;Banten;831
28-Sep;Banten;835
29-Sep;Banten;832
30-Sep;Banten;803
21-Mar;DKI Jakarta;227
22-Mar;DKI Jakarta;256
23-Mar;DKI Jakarta;301
24-Mar;DKI Jakarta;370
25-Mar;DKI Jakarta;409
26-Mar;DKI Jakarta;444
27-Mar;DKI Jakarta;516
28-Mar;DKI Jakarta;522
29-Mar;DKI Jakarta;562
30-Mar;DKI Jakarta;576
31-Mar;DKI Jakarta;616
01-Apr;DKI Jakarta;673
02-Apr;DKI Jakarta;755
03-Apr;DKI Jakarta;829
04-Apr;DKI Jakarta;883
05-Apr;DKI Jakarta;973
06-Apr;DKI Jakarta;1068
07-Apr;DKI Jakarta;1198
08-Apr;DKI Jakarta;1286
09-Apr;DKI Jakarta;1482
10-Apr;DKI Jakarta;1517
11-Apr;DKI Jakarta;1707
12-Apr;DKI Jakarta;1707
13-Apr;DKI Jakarta;1840
14-Apr;DKI Jakarta;1931
15-Apr;DKI Jakarta;2068
16-Apr;DKI Jakarta;2224
17-Apr;DKI Jakarta;2365
18-Apr;DKI Jakarta;2466
19-Apr;DKI Jakarta;2511
20-Apr;DKI Jakarta;2580
21-Apr;DKI Jakarta;2676
22-Apr;DKI Jakarta;2760
23-Apr;DKI Jakarta;2890
24-Apr;DKI Jakarta;2946
25-Apr;DKI Jakarta;3004
26-Apr;DKI Jakarta;3110
27-Apr;DKI Jakarta;3165
28-Apr;DKI Jakarta;3269
29-Apr;DKI Jakarta;3282
30-Apr;DKI Jakarta;3318
01-May;DKI Jakarta;3454
02-May;DKI Jakarta;3492
03-May;DKI Jakarta;3433
04-May;DKI Jakarta;3499
05-May;DKI Jakarta;3574
06-May;DKI Jakarta;3615
07-May;DKI Jakarta;3687
08-May;DKI Jakarta;3786
09-May;DKI Jakarta;3877
10-May;DKI Jakarta;3953
11-May;DKI Jakarta;4023
12-May;DKI Jakarta;4008
13-May;DKI Jakarta;4079
14-May;DKI Jakarta;4074
15-May;DKI Jakarta;4038
16-May;DKI Jakarta;4126
17-May;DKI Jakarta;4241
18-May;DKI Jakarta;4289
19-May;DKI Jakarta;4356
20-May;DKI Jakarta;4435
21-May;DKI Jakarta;4362
22-May;DKI Jakarta;4390
23-May;DKI Jakarta;4450
24-May;DKI Jakarta;4547
25-May;DKI Jakarta;4553
26-May;DKI Jakarta;4629
27-May;DKI Jakarta;4704
28-May;DKI Jakarta;4790
29-May;DKI Jakarta;4880
30-May;DKI Jakarta;4708
31-May;DKI Jakarta;4749
01-Jun;DKI Jakarta;4695
02-Jun;DKI Jakarta;4624
03-Jun;DKI Jakarta;4514
04-Jun;DKI Jakarta;4560
05-Jun;DKI Jakarta;4491
06-Jun;DKI Jakarta;4510
07-Jun;DKI Jakarta;4374
08-Jun;DKI Jakarta;4386
09-Jun;DKI Jakarta;4451
10-Jun;DKI Jakarta;4451
11-Jun;DKI Jakarta;4452
12-Jun;DKI Jakarta;4419
13-Jun;DKI Jakarta;4473
14-Jun;DKI Jakarta;4334
15-Jun;DKI Jakarta;4368
16-Jun;DKI Jakarta;4336
17-Jun;DKI Jakarta;4341
18-Jun;DKI Jakarta;4365
19-Jun;DKI Jakarta;4378
20-Jun;DKI Jakarta;4423
21-Jun;DKI Jakarta;4331
22-Jun;DKI Jakarta;4384
23-Jun;DKI Jakarta;4428
24-Jun;DKI Jakarta;4480
25-Jun;DKI Jakarta;4558
26-Jun;DKI Jakarta;4638
27-Jun;DKI Jakarta;4760
28-Jun;DKI Jakarta;4624
29-Jun;DKI Jakarta;4494
30-Jun;DKI Jakarta;4280
01-Jul;DKI Jakarta;4325
02-Jul;DKI Jakarta;4314
03-Jul;DKI Jakarta;4209
04-Jul;DKI Jakarta;4163
05-Jul;DKI Jakarta;4123
06-Jul;DKI Jakarta;3982
07-Jul;DKI Jakarta;3919
08-Jul;DKI Jakarta;4122
09-Jul;DKI Jakarta;4172
10-Jul;DKI Jakarta;4243
11-Jul;DKI Jakarta;4392
12-Jul;DKI Jakarta;4626
13-Jul;DKI Jakarta;4692
14-Jul;DKI Jakarta;4835
15-Jul;DKI Jakarta;4897
16-Jul;DKI Jakarta;5068
17-Jul;DKI Jakarta;5176
18-Jul;DKI Jakarta;5391
19-Jul;DKI Jakarta;5358
20-Jul;DKI Jakarta;5556
21-Jul;DKI Jakarta;5712
22-Jul;DKI Jakarta;5731
23-Jul;DKI Jakarta;6034
24-Jul;DKI Jakarta;6058
25-Jul;DKI Jakarta;6261
26-Jul;DKI Jakarta;6480
27-Jul;DKI Jakarta;6826
28-Jul;DKI Jakarta;6844
29-Jul;DKI Jakarta;7160
30-Jul;DKI Jakarta;7349
31-Jul;DKI Jakarta;7360
01-Aug;DKI Jakarta;7037
02-Aug;DKI Jakarta;7273
03-Aug;DKI Jakarta;7591
04-Aug;DKI Jakarta;7771
05-Aug;DKI Jakarta;7732
06-Aug;DKI Jakarta;8029
07-Aug;DKI Jakarta;8487
08-Aug;DKI Jakarta;8653
09-Aug;DKI Jakarta;8529
10-Aug;DKI Jakarta;8784
11-Aug;DKI Jakarta;9050
12-Aug;DKI Jakarta;8745
13-Aug;DKI Jakarta;8955
14-Aug;DKI Jakarta;8797
15-Aug;DKI Jakarta;8848
16-Aug;DKI Jakarta;8711
17-Aug;DKI Jakarta;9040
18-Aug;DKI Jakarta;8946
19-Aug;DKI Jakarta;8913
20-Aug;DKI Jakarta;8767
21-Aug;DKI Jakarta;8976
22-Aug;DKI Jakarta;8898
23-Aug;DKI Jakarta;8806
24-Aug;DKI Jakarta;7527
25-Aug;DKI Jakarta;7624
26-Aug;DKI Jakarta;7568
27-Aug;DKI Jakarta;6779
28-Aug;DKI Jakarta;6757
29-Aug;DKI Jakarta;7001
30-Aug;DKI Jakarta;7720
31-Aug;DKI Jakarta;8351
01-Sep;DKI Jakarta;8506
02-Sep;DKI Jakarta;9069
03-Sep;DKI Jakarta;9713
04-Sep;DKI Jakarta;9768
05-Sep;DKI Jakarta;9901
06-Sep;DKI Jakarta;10267
07-Sep;DKI Jakarta;10629
08-Sep;DKI Jakarta;10693
09-Sep;DKI Jakarta;10839
10-Sep;DKI Jakarta;11092
11-Sep;DKI Jakarta;11139
12-Sep;DKI Jakarta;11661
13-Sep;DKI Jakarta;12078
14-Sep;DKI Jakarta;11436
15-Sep;DKI Jakarta;11499
16-Sep;DKI Jakarta;11817
17-Sep;DKI Jakarta;11964
18-Sep;DKI Jakarta;12172
19-Sep;DKI Jakarta;12125
20-Sep;DKI Jakarta;12178
21-Sep;DKI Jakarta;12202
22-Sep;DKI Jakarta;12565
23-Sep;DKI Jakarta;12565
24-Sep;DKI Jakarta;12435
25-Sep;DKI Jakarta;11973
26-Sep;DKI Jakarta;12519
27-Sep;DKI Jakarta;12426
28-Sep;DKI Jakarta;11987
29-Sep;DKI Jakarta;12086
30-Sep;DKI Jakarta;11776
01-Oct;DKI Jakarta;11900
02-Oct;DKI Jakarta;12440
03-Oct;DKI Jakarta;12513
04-Oct;DKI Jakarta;12866
05-Oct;DKI Jakarta;12888
06-Oct;DKI Jakarta;12947
07-Oct;DKI Jakarta;13157
08-Oct;DKI Jakarta;13278
09-Oct;DKI Jakarta;13350
10-Oct;DKI Jakarta;13311
11-Oct;DKI Jakarta;13620
12-Oct;DKI Jakarta;13720
13-Oct;DKI Jakarta;13655
14-Oct;DKI Jakarta;13485
15-Oct;DKI Jakarta;13486
16-Oct;DKI Jakarta;13525
17-Oct;DKI Jakarta;13372
18-Oct;DKI Jakarta;13252
19-Oct;DKI Jakarta;13040
20-Oct;DKI Jakarta;13136
21-Oct;DKI Jakarta;13043
22-Oct;DKI Jakarta;12857
23-Oct;DKI Jakarta;12695
24-Oct;DKI Jakarta;12582
25-Oct;DKI Jakarta;12106
26-Oct;DKI Jakarta;11837
27-Oct;DKI Jakarta;11473
28-Oct;DKI Jakarta;11254
29-Oct;DKI Jakarta;10875
30-Oct;DKI Jakarta;10396
31-Oct;DKI Jakarta;10095
01-Nov;DKI Jakarta;9209
02-Nov;DKI Jakarta;9158
03-Nov;DKI Jakarta;8739
04-Nov;DKI Jakarta;8558
05-Nov;DKI Jakarta;8368
06-Nov;DKI Jakarta;7998
07-Nov;DKI Jakarta;8116
08-Nov;DKI Jakarta;7955
09-Nov;DKI Jakarta;7535
10-Nov;DKI Jakarta;7282
11-Nov;DKI Jakarta;6895
12-Nov;DKI Jakarta;6662
13-Nov;DKI Jakarta;6702
14-Nov;DKI Jakarta;6906
15-Nov;DKI Jakarta;7091
16-Nov;DKI Jakarta;7052
17-Nov;DKI Jakarta;7211
18-Nov;DKI Jakarta;7499
19-Nov;DKI Jakarta;7784
20-Nov;DKI Jakarta;8073
21-Nov;DKI Jakarta;8543
22-Nov;DKI Jakarta;8794
23-Nov;DKI Jakarta;8722
24-Nov;DKI Jakarta;8658
25-Nov;DKI Jakarta;8814
26-Nov;DKI Jakarta;8739
27-Nov;DKI Jakarta;9344
28-Nov;DKI Jakarta;9454
29-Nov;DKI Jakarta;10052
30-Nov;DKI Jakarta;10217
01-Dec;DKI Jakarta;10228
02-Dec;DKI Jakarta;10310
03-Dec;DKI Jakarta;10464
04-Dec;DKI Jakarta;10538
05-Dec;DKI Jakarta;10864
06-Dec;DKI Jakarta;11117
07-Dec;DKI Jakarta;11625
08-Dec;DKI Jakarta;11609
09-Dec;DKI Jakarta;11744
10-Dec;DKI Jakarta;11864
11-Dec;DKI Jakarta;11872
12-Dec;DKI Jakarta;11878
13-Dec;DKI Jakarta;12044
14-Dec;DKI Jakarta;12061
15-Dec;DKI Jakarta;12019
16-Dec;DKI Jakarta;12078
17-Dec;DKI Jakarta;12372
18-Dec;DKI Jakarta;12702
19-Dec;DKI Jakarta;13478
20-Dec;DKI Jakarta;13173
21-Dec;DKI Jakarta;13253
22-Dec;DKI Jakarta;13171
23-Dec;DKI Jakarta;13660
24-Dec;DKI Jakarta;14230
25-Dec;DKI Jakarta;14572
26-Dec;DKI Jakarta;14058
27-Dec;DKI Jakarta;14201
28-Dec;DKI Jakarta;14158
29-Dec;DKI Jakarta;15189
30-Dec;DKI Jakarta;15647
31-Dec;DKI Jakarta;15678
01-Jan;DKI Jakarta;15965
02-Jan;DKI Jakarta;15566
03-Jan;DKI Jakarta;15533
04-Jan;DKI Jakarta;14837
05-Jan;DKI Jakarta;15301
06-Jan;DKI Jakarta;16624
07-Jan;DKI Jakarta;17560
08-Jan;DKI Jakarta;17814
09-Jan;DKI Jakarta;18422
10-Jan;DKI Jakarta;18199
11-Jan;DKI Jakarta;18119
12-Jan;DKI Jakarta;19097
13-Jan;DKI Jakarta;19576
14-Jan;DKI Jakarta;20623
15-Jan;DKI Jakarta;21078
16-Jan;DKI Jakarta;22371
17-Jan;DKI Jakarta;21958
18-Jan;DKI Jakarta;21481
19-Jan;DKI Jakarta;21619
20-Jan;DKI Jakarta;21487
21-Jan;DKI Jakarta;22038
22-Jan;DKI Jakarta;23620
23-Jan;DKI Jakarta;23382
24-Jan;DKI Jakarta;24527
25-Jan;DKI Jakarta;24431
26-Jan;DKI Jakarta;23760
27-Jan;DKI Jakarta;22592
28-Jan;DKI Jakarta;22710
29-Jan;DKI Jakarta;23686
30-Jan;DKI Jakarta;23581
31-Jan;DKI Jakarta;23658
01-Feb;DKI Jakarta;25085
02-Feb;DKI Jakarta;23826
03-Feb;DKI Jakarta;25747
04-Feb;DKI Jakarta;25376
05-Feb;DKI Jakarta;26196
06-Feb;DKI Jakarta;24097
07-Feb;DKI Jakarta;23961
08-Feb;DKI Jakarta;23644
09-Feb;DKI Jakarta;24245
10-Feb;DKI Jakarta;24266
11-Feb;DKI Jakarta;22725
12-Feb;DKI Jakarta;20849
13-Feb;DKI Jakarta;19068
14-Feb;DKI Jakarta;17184
15-Feb;DKI Jakarta;16926
16-Feb;DKI Jakarta;16642
17-Feb;DKI Jakarta;15941
18-Feb;DKI Jakarta;13587
19-Feb;DKI Jakarta;13137
20-Feb;DKI Jakarta;13083
21-Feb;DKI Jakarta;13072
22-Feb;DKI Jakarta;13193
23-Feb;DKI Jakarta;12116
24-Feb;DKI Jakarta;10404
25-Feb;DKI Jakarta;9625
26-Feb;DKI Jakarta;9458
27-Feb;DKI Jakarta;9977
28-Feb;DKI Jakarta;11424
01-Mar;DKI Jakarta;9817
02-Mar;DKI Jakarta;8284
03-Mar;DKI Jakarta;7234
04-Mar;DKI Jakarta;7467
05-Mar;DKI Jakarta;7415
06-Mar;DKI Jakarta;7290
07-Mar;DKI Jakarta;7253
08-Mar;DKI Jakarta;7504
09-Mar;DKI Jakarta;6671
10-Mar;DKI Jakarta;6839
11-Mar;DKI Jakarta;7665
12-Mar;DKI Jakarta;8448
13-Mar;DKI Jakarta;7626
14-Mar;DKI Jakarta;6782
15-Mar;DKI Jakarta;6529
16-Mar;DKI Jakarta;5774
17-Mar;DKI Jakarta;5963
18-Mar;DKI Jakarta;6491
19-Mar;DKI Jakarta;6885
20-Mar;DKI Jakarta;7610
21-Mar;DKI Jakarta;7353
22-Mar;DKI Jakarta;7093
23-Mar;DKI Jakarta;6201
24-Mar;DKI Jakarta;5334
25-Mar;DKI Jakarta;6329
26-Mar;DKI Jakarta;7084
27-Mar;DKI Jakarta;7769
28-Mar;DKI Jakarta;7857
29-Mar;DKI Jakarta;7841
30-Mar;DKI Jakarta;7012
31-Mar;DKI Jakarta;6780
01-Apr;DKI Jakarta;7190
02-Apr;DKI Jakarta;7098
03-Apr;DKI Jakarta;6908
04-Apr;DKI Jakarta;6615
05-Apr;DKI Jakarta;6153
06-Apr;DKI Jakarta;6095
07-Apr;DKI Jakarta;6320
08-Apr;DKI Jakarta;6682
09-Apr;DKI Jakarta;7283
10-Apr;DKI Jakarta;7427
11-Apr;DKI Jakarta;7025
12-Apr;DKI Jakarta;6353
13-Apr;DKI Jakarta;6275
14-Apr;DKI Jakarta;6315
15-Apr;DKI Jakarta;7113
16-Apr;DKI Jakarta;7039
17-Apr;DKI Jakarta;7059
18-Apr;DKI Jakarta;7027
19-Apr;DKI Jakarta;6998
20-Apr;DKI Jakarta;6546
21-Apr;DKI Jakarta;6563
22-Apr;DKI Jakarta;7167
23-Apr;DKI Jakarta;7312
24-Apr;DKI Jakarta;7322
25-Apr;DKI Jakarta;7242
26-Apr;DKI Jakarta;6638
27-Apr;DKI Jakarta;6414
28-Apr;DKI Jakarta;6357
29-Apr;DKI Jakarta;6841
30-Apr;DKI Jakarta;7086
01-May;DKI Jakarta;7204
02-May;DKI Jakarta;7064
03-May;DKI Jakarta;7114
04-May;DKI Jakarta;6926
05-May;DKI Jakarta;7073
06-May;DKI Jakarta;7391
07-May;DKI Jakarta;7559
08-May;DKI Jakarta;7681
09-May;DKI Jakarta;7784
10-May;DKI Jakarta;7850
11-May;DKI Jakarta;7569
12-May;DKI Jakarta;7538
13-May;DKI Jakarta;7723
14-May;DKI Jakarta;7792
15-May;DKI Jakarta;7431
16-May;DKI Jakarta;7281
17-May;DKI Jakarta;7391
18-May;DKI Jakarta;7387
19-May;DKI Jakarta;7782
20-May;DKI Jakarta;8561
21-May;DKI Jakarta;9301
22-May;DKI Jakarta;9824
23-May;DKI Jakarta;10339
24-May;DKI Jakarta;10846
25-May;DKI Jakarta;10710
26-May;DKI Jakarta;10800
27-May;DKI Jakarta;11136
28-May;DKI Jakarta;10811
29-May;DKI Jakarta;10699
30-May;DKI Jakarta;10756
31-May;DKI Jakarta;10882
01-Jun;DKI Jakarta;10870
02-Jun;DKI Jakarta;10867
03-Jun;DKI Jakarta;11059
04-Jun;DKI Jakarta;11130
05-Jun;DKI Jakarta;11597
06-Jun;DKI Jakarta;11712
07-Jun;DKI Jakarta;12048
